0,1,2,3,4,5,6,7,8,9
width_tail_base_w_backward_IQR,d_relative_to_body_angular_velocity_hips_w_forward_abs_10th,angular_velocity_abs_IQR,path_curvature_head_abs_10th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,width_head_base_w_backward_90th,curvature_mean_neck_abs_50th,d_relative_to_body_angular_velocity_hips_w_forward_abs_10th,relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,curvature_neck_w_backward_abs_10th
curvature_mean_neck_abs_50th,width_midbody_w_forward_50th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_90th,width_midbody_w_forward_50th,curvature_mean_neck_abs_50th,d_width_midbody_w_backward_90th,d_speed_tail_base_w_forward_50th,width_midbody_w_forward_50th,speed_neck_10th,d_curvature_std_tail_abs_50th
width_midbody_w_forward_50th,d_curvature_mean_tail_w_forward_abs_10th,curvature_head_w_forward_abs_10th,width_head_base_IQR,width_midbody_w_forward_50th,d_area_w_backward_IQR,width_head_base_IQR,d_curvature_mean_tail_w_forward_abs_10th,width_head_base_IQR,d_curvature_std_head_w_backward_abs_IQR
d_angular_velocity_tail_base_abs_IQR,d_quirkiness_50th,d_relative_to_body_radial_velocity_tail_tip_w_backward_50th,d_relative_to_body_radial_velocity_tail_tip_90th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,area_w_forward_IQR,speed_hips_10th,width_head_base_IQR,d_curvature_std_head_w_backward_abs_IQR,relative_to_body_radial_velocity_head_tip_w_backward_90th
relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,speed_hips_w_backward_90th,angular_velocity_head_tip_w_forward_abs_IQR,speed_head_base_IQR,d_speed_head_tip_90th,d_angular_velocity_tail_tip_w_backward_abs_90th,d_speed_head_tip_90th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,curvature_mean_tail_w_backward_abs_IQR
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,d_curvature_hips_w_backward_abs_90th,width_midbody_w_forward_50th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,path_curvature_midbody_w_forward_abs_90th,d_curvature_std_head_w_backward_abs_IQR,speed_head_base_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,d_width_tail_base_90th
length_10th,curvature_mean_tail_w_backward_abs_IQR,d_speed_head_tip_w_backward_90th,angular_velocity_head_tip_w_backward_abs_90th,d_angular_velocity_tail_tip_abs_IQR,width_tail_base_w_backward_IQR,angular_velocity_head_tip_w_backward_abs_90th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,relative_to_hips_radial_velocity_tail_tip_50th,d_width_head_base_50th
d_speed_head_tip_90th,d_curvature_mean_hips_w_backward_abs_90th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,d_width_tail_base_90th,d_relative_to_hips_angular_velocity_tail_tip_abs_IQR,curvature_mean_neck_abs_50th,angular_velocity_tail_base_w_backward_abs_90th,relative_to_hips_radial_velocity_tail_tip_w_backward_90th,d_speed_tail_tip_w_backward_IQR,d_width_midbody_w_backward_50th
d_speed_tail_tip_w_backward_IQR,angular_velocity_tail_base_w_backward_abs_90th,d_speed_head_base_w_backward_10th,curvature_mean_neck_w_forward_abs_90th,d_width_midbody_w_backward_50th,angular_velocity_tail_base_abs_90th,d_speed_head_tip_w_forward_IQR,d_width_tail_base_90th,curvature_mean_tail_w_backward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_IQR
relative_to_hips_radial_velocity_tail_tip_w_backward_90th,d_width_head_base_50th,relative_to_body_radial_velocity_tail_tip_w_forward_10th,relative_to_head_base_radial_velocity_head_tip_IQR,relative_to_head_base_radial_velocity_head_tip_IQR,path_curvature_head_abs_10th,d_relative_to_body_angular_velocity_neck_w_backward_abs_IQR,speed_hips_IQR,curvature_mean_neck_abs_10th,path_density_tail_50th
d_area_w_backward_90th,path_transit_time_midbody_95th,d_relative_to_body_radial_velocity_tail_tip_90th,path_density_head_95th,relative_to_body_radial_velocity_neck_w_forward_90th,relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,path_density_midbody_95th,curvature_std_midbody_w_backward_abs_10th,d_major_axis_w_backward_90th,relative_to_hips_radial_velocity_tail_tip_w_forward_IQR
d_relative_to_hips_angular_velocity_tail_tip_abs_IQR,path_curvature_midbody_w_backward_abs_10th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,length_w_forward_10th,d_relative_to_head_base_radial_velocity_head_tip_w_forward_10th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,angular_velocity_abs_10th,relative_to_neck_radial_velocity_head_tip_w_backward_10th,relative_to_body_radial_velocity_neck_w_forward_90th,angular_velocity_head_tip_w_forward_abs_50th
relative_to_head_base_radial_velocity_head_tip_IQR,speed_w_forward_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,relative_to_body_radial_velocity_head_tip_50th,d_speed_head_tip_w_forward_IQR,speed_neck_10th,curvature_mean_hips_w_forward_abs_50th,d_relative_to_body_radial_velocity_head_tip_50th,relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,d_width_midbody_w_forward_10th
relative_to_body_radial_velocity_neck_w_forward_90th,width_midbody_50th,d_speed_tail_tip_w_backward_IQR,speed_w_forward_IQR,turn_intra_fraction,length_10th,speed_neck_w_backward_50th,path_density_tail_50th,d_relative_to_body_speed_midbody_abs_IQR,d_relative_to_body_radial_velocity_head_tip_90th
d_relative_to_body_speed_midbody_abs_IQR,d_curvature_neck_w_backward_abs_10th,d_major_axis_w_backward_90th,width_midbody_50th,d_curvature_midbody_w_forward_abs_50th,d_width_tail_base_90th,angular_velocity_head_base_abs_50th,curvature_mean_hips_w_forward_abs_IQR,curvature_std_tail_w_forward_abs_90th,curvature_midbody_w_backward_abs_10th
length_w_forward_10th,d_curvature_mean_neck_w_backward_abs_90th,d_width_tail_base_90th,d_relative_to_body_radial_velocity_head_tip_50th,d_curvature_std_midbody_w_backward_abs_IQR,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_50th,path_density_body_95th,d_curvature_std_neck_abs_10th,d_speed_tail_tip_50th,curvature_midbody_abs_90th
d_speed_head_tip_w_forward_IQR,relative_to_hips_radial_velocity_tail_tip_w_forward_IQR,d_width_head_base_50th,curvature_mean_hips_w_forward_abs_50th,angular_velocity_tail_tip_w_backward_abs_90th,curvature_mean_neck_w_forward_abs_90th,relative_to_body_angular_velocity_neck_w_forward_abs_10th,curvature_mean_head_w_forward_abs_50th,d_angular_velocity_hips_abs_10th,quirkiness_w_forward_90th
d_curvature_std_midbody_w_backward_abs_IQR,angular_velocity_head_tip_w_forward_abs_50th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_50th,width_midbody_w_backward_50th,relative_to_body_angular_velocity_hips_w_backward_abs_50th,relative_to_head_base_radial_velocity_head_tip_IQR,d_curvature_std_head_w_forward_abs_90th,angular_velocity_midbody_abs_IQR,curvature_hips_abs_50th,d_width_head_base_90th
angular_velocity_tail_tip_w_backward_abs_90th,d_curvature_mean_head_w_forward_abs_10th,minor_axis_w_forward_10th,d_angular_velocity_head_tip_abs_50th,width_midbody_50th,length_w_forward_10th,turn_intra_frequency,angular_velocity_head_tip_w_forward_abs_50th,d_quirkiness_w_forward_10th,curvature_tail_abs_90th
d_speed_tail_tip_50th,curvature_std_neck_abs_50th,relative_to_body_radial_velocity_neck_w_forward_90th,d_width_head_base_90th,path_density_midbody_95th,relative_to_body_angular_velocity_tail_tip_abs_IQR,d_major_axis_90th,width_midbody_w_backward_50th,relative_to_body_radial_velocity_head_tip_w_forward_IQR,d_curvature_tail_abs_90th
relative_to_body_angular_velocity_hips_w_backward_abs_50th,angular_velocity_head_base_abs_50th,d_relative_to_body_speed_midbody_abs_IQR,d_curvature_std_neck_w_backward_abs_10th,d_curvature_midbody_w_forward_abs_10th,d_curvature_std_midbody_w_backward_abs_IQR,angular_velocity_midbody_w_backward_abs_50th,d_curvature_mean_head_w_forward_abs_10th,curvature_std_neck_abs_50th,speed_tail_base_w_forward_IQR
width_midbody_50th,curvature_std_midbody_w_backward_abs_IQR,relative_to_body_angular_velocity_tail_tip_abs_IQR,speed_tail_base_w_forward_IQR,relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,angular_velocity_tail_tip_w_backward_abs_90th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,d_width_head_base_w_forward_90th,curvature_midbody_abs_90th,angular_velocity_tail_base_w_forward_abs_50th
d_angular_velocity_hips_abs_10th,d_curvature_std_neck_w_backward_abs_10th,d_curvature_std_midbody_w_backward_abs_IQR,path_transit_time_head_95th,curvature_mean_hips_w_forward_abs_50th,width_midbody_50th,d_speed_tail_tip_w_forward_IQR,d_major_axis_w_forward_50th,curvature_neck_w_forward_abs_IQR,relative_to_head_base_radial_velocity_head_tip_90th
curvature_mean_tail_w_forward_abs_IQR,speed_tail_base_w_forward_IQR,relative_to_neck_radial_velocity_head_tip_w_backward_10th,turn_intra_duration_50th,angular_velocity_head_tip_w_forward_abs_50th,path_density_midbody_95th,d_curvature_head_w_backward_abs_50th,d_curvature_neck_abs_10th,d_speed_head_tip_50th,quirkiness_50th
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,angular_velocity_tail_base_w_forward_abs_50th,width_midbody_50th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,width_midbody_w_backward_50th,curvature_std_midbody_w_forward_abs_90th,relative_to_hips_angular_velocity_tail_tip_w_forward_abs_IQR,d_width_head_base_90th,d_curvature_std_head_w_forward_abs_90th,d_curvature_mean_neck_w_backward_abs_50th
width_midbody_w_backward_50th,d_relative_to_body_radial_velocity_tail_tip_w_forward_IQR,d_relative_to_body_radial_velocity_head_tip_w_backward_IQR,curvature_std_neck_w_backward_abs_10th,d_curvature_mean_head_w_forward_abs_90th,d_quirkiness_w_forward_10th,d_speed_tail_base_90th,d_curvature_mean_hips_w_forward_abs_90th,curvature_mean_midbody_w_backward_abs_IQR,path_curvature_head_w_backward_abs_10th
d_angular_velocity_head_tip_abs_50th,relative_to_tail_base_radial_velocity_tail_tip_50th,relative_to_body_radial_velocity_head_tip_w_forward_IQR,width_midbody_w_backward_10th,d_major_axis_w_forward_50th,length_w_forward_90th,d_curvature_hips_abs_IQR,curvature_std_tail_abs_10th,curvature_std_tail_abs_10th,curvature_std_neck_w_backward_abs_10th
relative_to_head_base_radial_velocity_head_tip_10th,d_angular_velocity_midbody_w_backward_abs_50th,angular_velocity_w_forward_abs_90th,relative_to_head_base_radial_velocity_head_tip_w_backward_90th,d_width_midbody_w_backward_10th,relative_to_body_radial_velocity_neck_w_forward_IQR,angular_velocity_head_base_w_forward_abs_IQR,turn_intra_frequency,curvature_mean_hips_abs_90th,curvature_mean_tail_abs_90th
d_width_midbody_w_backward_10th,curvature_std_neck_w_backward_abs_50th,curvature_mean_hips_w_forward_abs_50th,curvature_std_tail_abs_90th,d_speed_head_base_w_forward_50th,relative_to_body_radial_velocity_head_tip_w_forward_IQR,curvature_std_hips_w_backward_abs_50th,d_relative_to_body_radial_velocity_neck_50th,relative_to_tail_base_radial_velocity_tail_tip_50th,relative_to_hips_angular_velocity_tail_tip_w_forward_abs_IQR
angular_velocity_tail_tip_w_backward_abs_10th,width_midbody_w_backward_90th,d_width_midbody_w_forward_10th,d_curvature_head_w_backward_abs_50th,path_density_body_95th,curvature_mean_hips_w_forward_abs_50th,quirkiness_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,d_length_w_forward_10th,angular_velocity_head_base_w_forward_abs_10th
speed_midbody_w_forward_10th,d_relative_to_body_radial_velocity_hips_50th,d_angular_velocity_head_tip_abs_50th,relative_to_neck_radial_velocity_head_tip_w_backward_IQR,d_speed_head_tip_50th,d_width_midbody_w_forward_10th,d_curvature_neck_w_backward_abs_IQR,width_midbody_w_backward_90th,d_relative_to_body_radial_velocity_neck_50th,d_angular_velocity_midbody_w_forward_abs_IQR
curvature_mean_midbody_w_backward_abs_IQR,curvature_std_neck_w_backward_abs_10th,d_speed_head_base_w_backward_90th,length_90th,d_curvature_std_head_w_forward_abs_90th,width_midbody_w_backward_50th,width_tail_base_w_backward_90th,d_relative_to_body_radial_velocity_hips_50th,width_midbody_w_backward_10th,curvature_head_w_backward_abs_10th
angular_velocity_head_tip_w_forward_abs_90th,d_relative_to_body_radial_velocity_tail_tip_w_forward_90th,angular_velocity_tail_tip_w_backward_abs_10th,d_relative_to_body_angular_velocity_neck_w_backward_abs_10th,d_length_w_forward_10th,d_curvature_mean_head_w_forward_abs_90th,width_tail_base_10th,curvature_std_neck_w_backward_abs_10th,d_curvature_std_head_w_forward_abs_10th,d_curvature_std_tail_abs_10th
turn_intra_frequency,d_curvature_head_w_backward_abs_50th,turn_intra_frequency,speed_head_tip_w_backward_IQR,curvature_std_neck_w_backward_abs_50th,path_density_body_95th,d_relative_to_body_radial_velocity_tail_tip_10th,relative_to_head_base_radial_velocity_head_tip_w_backward_90th,d_speed_tail_tip_w_forward_IQR,d_angular_velocity_head_tip_w_forward_abs_90th
curvature_std_neck_w_backward_abs_10th,angular_velocity_head_base_w_forward_abs_10th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,d_minor_axis_w_forward_90th,curvature_std_neck_w_backward_abs_10th,curvature_neck_w_forward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,relative_to_hips_angular_velocity_tail_tip_w_forward_abs_IQR,d_curvature_midbody_w_forward_abs_90th,curvature_tail_w_backward_abs_IQR
relative_to_head_base_radial_velocity_head_tip_w_backward_90th,d_relative_to_body_angular_velocity_neck_w_backward_abs_10th,width_midbody_w_backward_90th,path_curvature_tail_abs_IQR,d_curvature_mean_head_abs_10th,d_curvature_midbody_abs_10th,d_minor_axis_w_forward_10th,d_relative_to_body_angular_velocity_tail_tip_abs_10th,speed_10th,d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_IQR
d_curvature_head_w_backward_abs_IQR,d_relative_to_body_angular_velocity_tail_tip_abs_10th,relative_to_head_base_radial_velocity_head_tip_w_backward_90th,d_curvature_mean_midbody_abs_90th,width_midbody_w_backward_10th,d_speed_hips_50th,d_angular_velocity_w_backward_abs_10th,curvature_std_neck_w_forward_abs_90th,d_curvature_std_neck_w_forward_abs_90th,curvature_head_abs_IQR
d_angular_velocity_head_tip_w_backward_abs_90th,d_curvature_mean_midbody_abs_90th,d_angular_velocity_head_tip_w_forward_abs_90th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,d_curvature_mean_head_w_forward_abs_IQR,d_area_w_forward_IQR,d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,curvature_neck_w_backward_abs_50th,curvature_std_midbody_abs_90th
d_speed_tail_base_90th,width_tail_base_w_backward_90th,d_major_axis_w_forward_90th,d_angular_velocity_head_tip_w_forward_abs_90th,speed_tail_tip_w_backward_50th,path_curvature_head_w_forward_abs_90th,angular_velocity_hips_abs_IQR,angular_velocity_midbody_abs_90th,d_angular_velocity_head_tip_w_forward_abs_90th,curvature_tail_w_forward_abs_90th
relative_to_neck_radial_velocity_head_tip_w_backward_IQR,curvature_std_midbody_abs_90th,quirkiness_IQR,d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_IQR,d_angular_velocity_head_tip_w_backward_abs_90th,d_curvature_midbody_w_backward_abs_50th,curvature_midbody_w_forward_abs_IQR,speed_w_backward_90th,quirkiness_IQR,angular_velocity_head_base_w_forward_abs_50th
length_90th,d_curvature_midbody_w_backward_abs_10th,relative_to_neck_angular_velocity_head_tip_w_forward_abs_90th,d_relative_to_body_angular_velocity_head_tip_w_forward_abs_IQR,turn_inter_fraction,curvature_mean_hips_abs_90th,curvature_mean_neck_w_forward_abs_50th,angular_velocity_hips_w_forward_abs_IQR,relative_to_body_radial_velocity_hips_50th,speed_head_tip_w_forward_50th
curvature_std_hips_w_forward_abs_IQR,curvature_tail_w_forward_abs_90th,width_tail_base_w_backward_90th,path_curvature_tail_w_forward_abs_IQR,d_relative_to_neck_angular_velocity_head_tip_abs_10th,turn_intra_duration_50th,d_curvature_std_head_w_forward_abs_IQR,d_curvature_mean_tail_w_forward_abs_IQR,d_quirkiness_w_backward_90th,angular_velocity_head_tip_w_backward_abs_IQR
curvature_std_hips_w_backward_abs_50th,curvature_std_midbody_abs_50th,curvature_head_abs_IQR,angular_velocity_midbody_w_backward_abs_90th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,curvature_std_neck_w_backward_abs_50th,speed_w_backward_50th,d_curvature_mean_hips_w_forward_abs_50th,relative_to_hips_angular_velocity_tail_tip_w_backward_abs_IQR,curvature_std_head_w_backward_abs_90th
quirkiness_IQR,angular_velocity_head_base_w_forward_abs_50th,d_relative_to_body_angular_velocity_head_tip_w_forward_abs_IQR,angular_velocity_head_base_w_forward_abs_50th,d_angular_velocity_head_tip_w_forward_abs_90th,width_midbody_w_backward_90th,d_angular_velocity_tail_tip_w_forward_abs_10th,d_relative_to_neck_radial_velocity_head_tip_w_backward_90th,width_tail_base_w_backward_90th,d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th
d_angular_velocity_hips_abs_IQR,speed_head_tip_w_forward_50th,d_angular_velocity_head_tip_w_forward_abs_IQR,speed_head_tip_w_forward_50th,curvature_std_hips_w_backward_abs_50th,curvature_std_neck_w_backward_abs_10th,curvature_mean_hips_abs_50th,d_path_curvature_tail_w_backward_abs_IQR,d_width_tail_base_50th,path_curvature_tail_abs_90th
d_relative_to_body_speed_midbody_abs_50th,d_curvature_head_w_forward_abs_10th,d_relative_to_neck_radial_velocity_head_tip_w_forward_90th,angular_velocity_head_tip_w_backward_abs_IQR,quirkiness_IQR,d_curvature_mean_head_abs_10th,d_relative_to_body_radial_velocity_head_tip_10th,d_curvature_head_w_forward_abs_10th,width_tail_base_10th,d_width_midbody_w_forward_IQR
d_speed_midbody_w_backward_90th,angular_velocity_head_tip_w_backward_abs_IQR,d_relative_to_body_speed_midbody_abs_50th,motion_mode_paused_duration_50th,d_width_tail_base_50th,width_midbody_w_backward_10th,speed_midbody_w_backward_50th,d_curvature_head_w_forward_abs_50th,d_angular_velocity_head_tip_w_forward_abs_IQR,d_relative_to_body_angular_velocity_hips_w_backward_abs_90th
d_angular_velocity_head_tip_w_backward_abs_IQR,d_curvature_hips_w_backward_abs_10th,d_angular_velocity_head_tip_w_forward_abs_10th,d_curvature_head_w_forward_abs_50th,d_curvature_midbody_w_backward_abs_10th,d_curvature_std_head_w_forward_abs_10th,quirkiness_10th,d_curvature_mean_hips_w_forward_abs_IQR,relative_to_head_base_angular_velocity_head_tip_abs_90th,speed_head_tip_10th
d_speed_midbody_w_backward_IQR,d_relative_to_body_radial_velocity_neck_w_forward_10th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,curvature_std_tail_abs_IQR,d_relative_to_body_speed_midbody_abs_50th,d_curvature_std_neck_abs_90th,d_angular_velocity_head_base_w_forward_abs_90th,relative_to_body_radial_velocity_neck_w_forward_50th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,d_curvature_mean_hips_abs_IQR
path_curvature_tail_abs_90th,d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_IQR,d_angular_velocity_head_tip_w_backward_abs_10th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,length_90th,curvature_midbody_abs_IQR,d_relative_to_tail_base_radial_velocity_tail_tip_10th,curvature_std_midbody_abs_50th,relative_to_body_radial_velocity_head_tip_w_forward_10th
d_angular_velocity_head_tip_w_backward_abs_10th,minor_axis_10th,d_speed_midbody_w_backward_90th,d_minor_axis_10th,relative_to_head_base_angular_velocity_head_tip_abs_90th,curvature_std_neck_w_forward_abs_90th,width_head_base_w_backward_IQR,speed_IQR,curvature_hips_w_backward_abs_90th,d_curvature_mean_hips_abs_90th
d_angular_velocity_tail_tip_w_backward_abs_IQR,speed_head_tip_w_forward_10th,path_transit_time_head_50th,relative_to_head_base_radial_velocity_head_tip_w_backward_IQR,curvature_std_midbody_abs_50th,curvature_std_hips_w_backward_abs_50th,d_speed_head_tip_w_backward_50th,d_relative_to_body_radial_velocity_head_tip_w_backward_90th,d_speed_head_tip_w_forward_50th,d_major_axis_w_forward_IQR
d_curvature_std_head_w_forward_abs_IQR,d_relative_to_body_angular_velocity_hips_w_backward_abs_90th,d_angular_velocity_head_tip_w_backward_abs_IQR,speed_head_tip_10th,d_curvature_head_w_forward_abs_10th,quirkiness_IQR,d_width_head_base_w_backward_90th,d_relative_to_head_base_radial_velocity_head_tip_w_forward_50th,curvature_head_abs_50th,d_angular_velocity_neck_w_forward_abs_50th
d_curvature_midbody_abs_50th,d_curvature_mean_hips_abs_IQR,minor_axis_10th,path_curvature_tail_abs_10th,d_curvature_head_w_forward_abs_50th,d_angular_velocity_hips_w_backward_abs_10th,d_angular_velocity_abs_50th,curvature_std_hips_w_backward_abs_10th,curvature_std_tail_abs_IQR,d_angular_velocity_head_base_w_forward_abs_90th
width_tail_base_w_forward_IQR,relative_to_tail_base_radial_velocity_tail_tip_90th,relative_to_body_speed_midbody_w_backward_abs_10th,relative_to_neck_radial_velocity_head_tip_w_forward_90th,d_relative_to_body_angular_velocity_neck_abs_50th,width_tail_base_w_backward_90th,d_relative_to_hips_radial_velocity_tail_tip_w_backward_50th,relative_to_tail_base_radial_velocity_tail_tip_90th,curvature_neck_abs_90th,angular_velocity_abs_50th
curvature_std_hips_w_backward_abs_10th,relative_to_neck_radial_velocity_head_tip_w_forward_90th,d_width_midbody_w_forward_IQR,curvature_std_hips_abs_IQR,speed_50th,d_relative_to_neck_radial_velocity_head_tip_w_backward_90th,relative_to_body_speed_midbody_w_backward_abs_IQR,d_angular_velocity_head_base_w_forward_abs_90th,curvature_mean_neck_w_forward_abs_50th,relative_to_tail_base_radial_velocity_tail_tip_w_backward_90th
d_relative_to_body_angular_velocity_neck_w_forward_abs_90th,d_curvature_mean_hips_abs_90th,curvature_mean_neck_w_forward_abs_50th,d_width_tail_base_10th,relative_to_head_base_radial_velocity_head_tip_w_forward_50th,relative_to_head_base_angular_velocity_head_tip_abs_90th,d_speed_head_tip_w_forward_90th,curvature_std_midbody_w_forward_abs_10th,angular_velocity_w_forward_abs_50th,curvature_midbody_abs_IQR
angular_velocity_abs_50th,curvature_hips_abs_10th,d_width_tail_base_w_forward_10th,d_curvature_mean_hips_abs_90th,d_angular_velocity_tail_tip_w_backward_abs_IQR,curvature_mean_head_abs_10th,d_width_head_base_w_forward_10th,d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_IQR,d_curvature_std_head_w_forward_abs_IQR,d_curvature_std_hips_w_backward_abs_90th
d_curvature_tail_w_backward_abs_IQR,d_major_axis_w_forward_IQR,d_curvature_std_tail_w_forward_abs_10th,d_relative_to_neck_radial_velocity_head_tip_w_backward_50th,angular_velocity_w_forward_abs_50th,motion_mode_paused_duration_50th,d_angular_velocity_abs_IQR,width_head_base_w_forward_IQR,d_curvature_midbody_abs_50th,d_curvature_std_neck_w_backward_abs_90th
d_speed_tail_tip_w_backward_90th,d_angular_velocity_head_base_w_forward_abs_90th,minor_axis_w_backward_50th,width_head_base_w_forward_IQR,d_curvature_std_head_w_forward_abs_IQR,d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,d_length_w_backward_90th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,width_head_base_w_forward_90th,width_head_base_w_forward_IQR
d_relative_to_body_angular_velocity_hips_abs_IQR,curvature_std_midbody_abs_IQR,curvature_mean_hips_abs_50th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_curvature_midbody_abs_50th,d_angular_velocity_head_tip_w_backward_abs_10th,width_tail_base_w_backward_50th,d_angular_velocity_neck_w_backward_abs_90th,relative_to_body_radial_velocity_head_tip_w_forward_10th,curvature_hips_w_forward_abs_90th
d_angular_velocity_head_tip_w_backward_abs_50th,relative_to_tail_base_radial_velocity_tail_tip_w_backward_90th,d_width_tail_base_10th,width_head_base_w_backward_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_forward_50th,d_width_midbody_w_forward_IQR,relative_to_neck_radial_velocity_head_tip_w_forward_IQR,d_width_midbody_50th,d_curvature_std_head_w_forward_abs_50th,d_speed_tail_tip_w_backward_50th
d_speed_tail_base_w_backward_IQR,curvature_midbody_abs_IQR,relative_to_body_angular_velocity_tail_tip_abs_90th,d_width_head_base_10th,width_tail_base_w_forward_IQR,relative_to_body_radial_velocity_head_tip_w_forward_10th,width_midbody_90th,d_angular_velocity_head_base_w_backward_abs_IQR,width_head_base_90th,d_angular_velocity_abs_50th
width_midbody_w_forward_IQR,speed_head_tip_w_backward_10th,relative_to_tail_base_radial_velocity_tail_tip_w_backward_90th,d_width_midbody_50th,d_relative_to_body_angular_velocity_neck_w_forward_abs_90th,curvature_mean_hips_abs_50th,d_major_axis_IQR,speed_w_forward_50th,curvature_midbody_abs_IQR,curvature_std_head_abs_90th
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,curvature_std_head_abs_90th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_width_head_base_w_backward_90th,d_minor_axis_w_forward_50th,relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,angular_velocity_neck_w_backward_abs_90th,width_midbody_w_forward_90th,d_curvature_std_neck_w_backward_abs_90th,d_relative_to_body_radial_velocity_hips_w_backward_10th
length_w_backward_90th,width_midbody_w_forward_90th,relative_to_body_radial_velocity_tail_tip_w_forward_IQR,speed_head_tip_w_backward_10th,relative_to_body_radial_velocity_tail_tip_w_forward_90th,quirkiness_10th,relative_to_neck_angular_velocity_head_tip_w_backward_abs_90th,relative_to_hips_radial_velocity_tail_tip_w_forward_10th,d_relative_to_body_speed_midbody_w_backward_abs_IQR,d_curvature_hips_abs_90th
d_relative_to_neck_angular_velocity_head_tip_abs_50th,d_angular_velocity_midbody_w_backward_abs_IQR,relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,length_w_forward_IQR,d_angular_velocity_head_tip_w_backward_abs_50th,speed_midbody_10th,d_angular_velocity_neck_w_backward_abs_10th,d_path_curvature_body_w_backward_abs_10th,curvature_hips_w_backward_abs_IQR,quirkiness_w_forward_10th
width_tail_base_w_backward_50th,d_curvature_hips_abs_90th,relative_to_hips_radial_velocity_tail_tip_w_forward_10th,d_relative_to_tail_base_radial_velocity_tail_tip_90th,width_midbody_w_forward_90th,d_speed_head_tip_w_backward_50th,d_area_IQR,speed_midbody_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,relative_to_neck_radial_velocity_head_tip_w_forward_IQR
d_relative_to_body_speed_midbody_w_forward_abs_90th,d_length_w_backward_90th,d_length_w_backward_90th,d_relative_to_body_radial_velocity_hips_w_backward_10th,length_w_forward_IQR,d_speed_tail_tip_w_backward_50th,angular_velocity_hips_w_backward_abs_IQR,d_relative_to_body_angular_velocity_tail_tip_abs_50th,relative_to_body_radial_velocity_tail_tip_w_forward_IQR,d_angular_velocity_abs_10th
